player_id,player_name,season,game_date,pts,min,fg_pct,home,opponent_id,opp_def_rating,injury_flag
1630163,LaMelo Ball,2021-22,"Nov 07, 2021",21,32.0,0.421,0,1610612746,109.5,0
1630163,LaMelo Ball,2021-22,"Nov 08, 2021",25,42.0,0.421,0,1610612747,112.8,0
1630163,LaMelo Ball,2021-22,"Nov 10, 2021",12,32.0,0.385,0,1610612763,108.9,0
1630163,LaMelo Ball,2021-22,"Nov 12, 2021",12,37.0,0.308,1,1610612752,110.2,0
1630163,LaMelo Ball,2021-22,"Nov 14, 2021",21,38.0,0.471,1,1610612744,106.6,0
1630163,LaMelo Ball,2021-22,"Nov 17, 2021",11,36.0,0.222,1,1610612764,113.6,0
1630163,LaMelo Ball,2021-22,"Nov 19, 2021",32,39.0,0.545,1,1610612754,115.5,0
1630163,LaMelo Ball,2021-22,"Nov 20, 2021",15,34.0,0.278,0,1610612737,113.7,0
1630163,LaMelo Ball,2021-22,"Nov 22, 2021",28,38.0,0.417,0,1610612764,113.6,0
1630163,LaMelo Ball,2021-22,"Nov 24, 2021",22,26.0,0.412,0,1610612753,112.1,0
1630163,LaMelo Ball,2021-22,"Nov 26, 2021",10,29.0,0.4,1,1610612750,111.0,0
1630163,LaMelo Ball,2021-22,"Nov 27, 2021",19,40.0,0.368,0,1610612745,116.4,0
1630163,LaMelo Ball,2021-22,"Nov 29, 2021",18,32.0,0.333,0,1610612741,113.2,0
1630163,LaMelo Ball,2021-22,"Oct 20, 2021",31,29.0,0.478,1,1610612754,115.5,0
1630163,LaMelo Ball,2021-22,"Oct 22, 2021",17,29.0,0.667,0,1610612739,108.9,0
1630163,LaMelo Ball,2021-22,"Oct 24, 2021",18,26.0,0.444,0,1610612751,112.3,0
1630163,LaMelo Ball,2021-22,"Oct 25, 2021",25,33.0,0.368,1,1610612738,106.2,0
1630163,LaMelo Ball,2021-22,"Oct 27, 2021",7,24.0,0.214,0,1610612753,112.1,0
1630163,LaMelo Ball,2021-22,"Oct 29, 2021",6,30.0,0.143,0,1610612748,108.4,0
1630163,LaMelo Ball,2021-22,"Oct 31, 2021",27,33.0,0.5,1,1610612757,116.3,0
1630217,Desmond Bane,2021-22,"Apr 05, 2022",23,37.0,0.381,0,1610612762,110.0,0
1630217,Desmond Bane,2021-22,"Apr 07, 2022",14,22.0,0.455,0,1610612743,111.5,0
1630217,Desmond Bane,2021-22,"Apr 09, 2022",18,20.0,0.857,1,1610612740,112.0,0
1630217,Desmond Bane,2021-22,"Dec 02, 2021",2,18.0,0.167,1,1610612760,111.7,0
1630217,Desmond Bane,2021-22,"Dec 04, 2021",29,34.0,0.6,0,1610612742,109.1,0
1630217,Desmond Bane,2021-22,"Dec 06, 2021",21,31.0,0.467,0,1610612748,108.4,0
1630217,Desmond Bane,2021-22,"Dec 08, 2021",14,34.0,0.333,1,1610612742,109.1,0
1630217,Desmond Bane,2021-22,"Dec 09, 2021",23,31.0,0.45,1,1610612747,112.8,0
1630217,Desmond Bane,2021-22,"Dec 11, 2021",19,31.0,0.389,1,1610612745,116.4,0
1630217,Desmond Bane,2021-22,"Dec 13, 2021",5,21.0,0.286,1,1610612755,110.2,0
1630217,Desmond Bane,2021-22,"Dec 15, 2021",23,30.0,0.615,0,1610612757,116.3,0
1630217,Desmond Bane,2021-22,"Dec 17, 2021",24,26.0,0.563,0,1610612758,114.8,0
1630217,Desmond Bane,2021-22,"Dec 19, 2021",9,33.0,0.333,1,1610612757,116.3,0
1630217,Desmond Bane,2021-22,"Dec 20, 2021",25,36.0,0.5,1,1610612760,111.7,0
1630217,Desmond Bane,2021-22,"Dec 23, 2021",12,30.0,0.364,0,1610612744,106.6,0
1630217,Desmond Bane,2021-22,"Dec 26, 2021",28,32.0,0.579,0,1610612758,114.8,0
1630217,Desmond Bane,2021-22,"Dec 27, 2021",32,37.0,0.545,0,1610612756,106.8,0
1630217,Desmond Bane,2021-22,"Dec 29, 2021",20,35.0,0.333,1,1610612747,112.8,0
1630217,Desmond Bane,2021-22,"Dec 31, 2021",17,31.0,0.4,1,1610612759,111.7,0
1630217,Desmond Bane,2021-22,"Feb 02, 2022",13,34.0,0.222,0,1610612752,110.2,0
1630217,Desmond Bane,2021-22,"Feb 05, 2022",7,26.0,0.25,0,1610612753,112.1,0
1630217,Desmond Bane,2021-22,"Feb 08, 2022",5,26.0,0.222,1,1610612746,109.5,0
1630217,Desmond Bane,2021-22,"Feb 10, 2022",22,28.0,0.636,0,1610612765,113.3,0
1630217,Desmond Bane,2021-22,"Feb 12, 2022",25,32.0,0.538,0,1610612766,113.1,0
1630217,Desmond Bane,2021-22,"Feb 15, 2022",11,30.0,0.273,0,1610612740,112.0,0
1630217,Desmond Bane,2021-22,"Feb 16, 2022",30,36.0,0.474,1,1610612757,116.3,0
1630217,Desmond Bane,2021-22,"Feb 24, 2022",14,29.0,0.333,0,1610612750,111.0,0
1630217,Desmond Bane,2021-22,"Feb 26, 2022",12,28.0,0.222,0,1610612741,113.2,0
1630217,Desmond Bane,2021-22,"Feb 28, 2022",8,29.0,0.273,1,1610612759,111.7,0
1630217,Desmond Bane,2021-22,"Jan 03, 2022",29,37.0,0.522,0,1610612751,112.3,0
1630217,Desmond Bane,2021-22,"Jan 04, 2022",11,35.0,0.4,0,1610612739,108.9,0
1630217,Desmond Bane,2021-22,"Jan 08, 2022",23,29.0,0.6,0,1610612746,109.5,0
1630217,Desmond Bane,2021-22,"Jan 09, 2022",23,26.0,0.643,0,1610612747,112.8,0
1630217,Desmond Bane,2021-22,"Jan 11, 2022",11,32.0,0.214,1,1610612744,106.6,0
1630217,Desmond Bane,2021-22,"Jan 13, 2022",21,32.0,0.417,1,1610612750,111.0,0
1630217,Desmond Bane,2021-22,"Jan 14, 2022",16,29.0,0.467,1,1610612742,109.1,0
1630217,Desmond Bane,2021-22,"Jan 17, 2022",25,29.0,0.588,1,1610612741,113.2,0
1630217,Desmond Bane,2021-22,"Jan 26, 2022",20,33.0,0.438,0,1610612759,111.7,0
1630217,Desmond Bane,2021-22,"Jan 28, 2022",17,30.0,0.429,1,1610612762,110.0,0
1630217,Desmond Bane,2021-22,"Jan 29, 2022",19,29.0,0.471,1,1610612764,113.6,0
1630217,Desmond Bane,2021-22,"Jan 31, 2022",34,39.0,0.571,0,1610612755,110.2,0
1630217,Desmond Bane,2021-22,"Mar 03, 2022",17,34.0,0.429,0,1610612738,106.2,0
1630217,Desmond Bane,2021-22,"Mar 05, 2022",24,24.0,0.667,1,1610612753,112.1,0
1630217,Desmond Bane,2021-22,"Mar 06, 2022",28,36.0,0.5,0,1610612745,116.4,0
1630217,Desmond Bane,2021-22,"Mar 08, 2022",22,26.0,0.471,1,1610612740,112.0,0
1630217,Desmond Bane,2021-22,"Mar 11, 2022",12,28.0,0.267,1,1610612752,110.2,0
1630217,Desmond Bane,2021-22,"Mar 13, 2022",21,31.0,0.467,0,1610612760,111.7,0
1630217,Desmond Bane,2021-22,"Mar 15, 2022",21,23.0,0.583,0,1610612754,115.5,0
1630217,Desmond Bane,2021-22,"Mar 18, 2022",15,31.0,0.357,0,1610612737,113.7,0
1630217,Desmond Bane,2021-22,"Mar 20, 2022",24,32.0,0.615,0,1610612745,116.4,0
1630217,Desmond Bane,2021-22,"Mar 23, 2022",23,32.0,0.471,1,1610612751,112.3,0
1630217,Desmond Bane,2021-22,"Mar 24, 2022",30,24.0,0.8,1,1610612754,115.5,0
1630217,Desmond Bane,2021-22,"Mar 26, 2022",20,28.0,0.474,1,1610612749,111.1,0
1630217,Desmond Bane,2021-22,"Mar 28, 2022",22,27.0,0.467,1,1610612744,106.6,0
1630217,Desmond Bane,2021-22,"Mar 30, 2022",16,33.0,0.455,0,1610612759,111.7,0
1630217,Desmond Bane,2021-22,"Nov 01, 2021",11,32.0,0.455,1,1610612743,111.5,0
1630217,Desmond Bane,2021-22,"Nov 03, 2021",16,29.0,0.429,1,1610612743,111.5,0
1630217,Desmond Bane,2021-22,"Nov 05, 2021",10,22.0,0.5,0,1610612764,113.6,0
1630217,Desmond Bane,2021-22,"Nov 08, 2021",13,41.0,0.385,1,1610612750,111.0,0
1630217,Desmond Bane,2021-22,"Nov 10, 2021",2,21.0,0.1,1,1610612766,113.1,0
1630217,Desmond Bane,2021-22,"Nov 12, 2021",9,24.0,0.308,1,1610612756,106.8,0
1630217,Desmond Bane,2021-22,"Nov 13, 2021",14,31.0,0.545,0,1610612740,112.0,0
1630217,Desmond Bane,2021-22,"Nov 15, 2021",12,25.0,0.444,1,1610612745,116.4,0
1630217,Desmond Bane,2021-22,"Nov 18, 2021",16,29.0,0.636,1,1610612746,109.5,0
1630217,Desmond Bane,2021-22,"Nov 20, 2021",21,25.0,0.462,0,1610612750,111.0,0
1630217,Desmond Bane,2021-22,"Nov 22, 2021",28,34.0,0.6,0,1610612762,110.0,0
1630217,Desmond Bane,2021-22,"Nov 24, 2021",20,34.0,0.636,1,1610612761,109.9,0
1630217,Desmond Bane,2021-22,"Nov 26, 2021",9,24.0,0.333,1,1610612737,113.7,0
1630217,Desmond Bane,2021-22,"Nov 28, 2021",18,26.0,0.583,1,1610612758,114.8,0
